Barcodes	Graph-based clusters	Total count	Total expressed feature	Cluster	Sample ID	Cell type	Diagnosis	Plate	Sample pathology	BioTuring - Anatomy	BioTuring - Cell type	Graph-based clusters (Fibroblast)	Cell class	Graph-based clusters (Monocyte)	Graph-based clusters (T cell)	Graph-based clusters (B cell)
S022_L1Q2_G22	Cluster 5	20904.5751	2645	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_G24	Cluster 3	15278.2682	1829	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_I02	Cluster 5	15216.7817	1840	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_I04	Cluster 15	35266.2258	5304	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 10	Unassigned
S022_L1Q2_I06	Cluster 5	15321.2127	1805	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_I08	Cluster 5	15700.1269	1866	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_I10	Cluster 5	18777.0657	2345	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_I12	Cluster 3	13202.3681	1529	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_I14	Cluster 3	12720.4782	1487	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S022_L1Q2_I16	Cluster 5	17512.2409	2157	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_I18	Cluster 5	15707.8161	1909	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 1	Unassigned
S022_L1Q2_I20	Cluster 3	16681.8986	2062	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_I22	Cluster 3	17702.4109	2216	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_I24	Cluster 11	15614.8019	1865	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 8	Unassigned
S022_L1Q2_K02	Cluster 3	13434.5245	1598	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S022_L1Q2_K04	Cluster 10	14742.367	1777	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_K06	Cluster 5	18361.8987	2290	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_K08	Cluster 10	19672.575	2472	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 3	Unassigned
S022_L1Q2_K10	Cluster 5	23909.5067	3100	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 10	Unassigned
S022_L1Q2_K12	Cluster 15	28570.8839	3918	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 10	Unassigned
S022_L1Q2_K14	Cluster 5	13655.8141	1565	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_K16	Cluster 10	14720.7512	1722	SC-T2	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	regulatory T cell [BTC000222]	Unassigned	FOXP3+ regulatory T cell	Unassigned	Cluster 4	Unassigned
S022_L1Q2_K18	Cluster 5	13040.4626	1492	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_K20	Cluster 5	16481.7849	1961	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_K22	Cluster 5	17179.0562	2084	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L1Q2_K24	Cluster 15	26995.1052	3685	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 10	Unassigned
S022_L1Q2_M06	Cluster 2	11980.2167	1397	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S022_L1Q2_M12	Cluster 2	13718.1908	1611	SC-M4	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	interferon (IFN) activated monocyte	Cluster 3	Unassigned	Unassigned
S022_L1Q2_M14	Cluster 2	20040.2199	2611	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L1Q2_M16	Cluster 2	12318.7419	1387	SC-M3	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 1	Unassigned	Unassigned
S022_L1Q2_M20	Cluster 2	11361.5429	1265	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S022_L1Q2_M22	Cluster 2	19501.9337	2453	SC-M4	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	interferon (IFN) activated monocyte	Cluster 3	Unassigned	Unassigned
S022_L1Q2_O22	Cluster 2	23817.3172	3165	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 3	Unassigned	Unassigned
S022_L1Q2_O24	Cluster 2	17298.1004	2107	SC-M4	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	interferon (IFN) activated monocyte	Cluster 3	Unassigned	Unassigned
S022_L2Q3_B01	Cluster 1	14020.7348	1669	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_B07	Cluster 1	23514.3669	3251	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_B09	Cluster 9	21150.3151	2898	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 2
S022_L2Q3_B11	Cluster 1	12358.5253	1406	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_B13	Cluster 9	10641.0335	1207	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 4
S022_L2Q3_B15	Cluster 9	27147.1815	3914	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 2
S022_L2Q3_B17	Cluster 1	18494.9625	2336	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_B19	Cluster 1	9463.3413	1053	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S022_L2Q3_B21	Cluster 1	13905.8499	1647	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_D03	Cluster 1	14741.579	1733	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_D05	Cluster 1	10208.6325	1125	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_D07	Cluster 1	20946.3804	2725	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_D09	Cluster 1	16364.3261	2009	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 10
S022_L2Q3_D13	Cluster 1	32155.6034	4960	SC-B3	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	B cell [BTC000020]	Unassigned	autoimmune-associated B cell	Unassigned	Unassigned	Cluster 10
S022_L2Q3_D17	Cluster 1	17863.2129	2228	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_D21	Cluster 1	15195.512	1855	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S022_L2Q3_D23	Cluster 1	11250.1932	1231	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_F01	Cluster 1	11857.7689	1347	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 9
S022_L2Q3_F03	Cluster 1	16252.4416	2020	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_F05	Cluster 9	24625.6829	3471	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 2
S022_L2Q3_F07	Cluster 1	18456.3377	2355	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S022_L2Q3_F09	Cluster 1	13020.5342	1518	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_F13	Cluster 9	26832.0376	3886	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 2
S022_L2Q3_F15	Cluster 9	27247.1131	3850	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 2
S022_L2Q3_F17	Cluster 9	21554.1446	2946	SC-B4	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	plasmablast [BTC000206]	Unassigned	plasmablast	Unassigned	Unassigned	Cluster 2
S022_L2Q3_F19	Cluster 1	13409.0516	1544	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_F21	Cluster 1	15415.3277	1851	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_F23	Cluster 1	14217.5347	1655	SC-B1	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S022_L2Q3_H03	Cluster 5	14661.1877	1714	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_H05	Cluster 5	16257.1769	1968	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 1	Unassigned
S022_L2Q3_H07	Cluster 5	10791.4803	1174	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_H11	Cluster 3	18085.9105	2319	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S022_L2Q3_H13	Cluster 3	10820.4533	1217	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S022_L2Q3_H15	Cluster 5	16184.1719	1935	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_H17	Cluster 10	18868.3649	2370	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 3	Unassigned
S022_L2Q3_H21	Cluster 5	15975.1221	1889	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_H23	Cluster 5	13428.9684	1522	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J03	Cluster 10	16023.8417	1925	SC-T2	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	regulatory T cell [BTC000222]	Unassigned	FOXP3+ regulatory T cell	Unassigned	Cluster 4	Unassigned
S022_L2Q3_J05	Cluster 3	14249.2976	1746	SC-T1	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S022_L2Q3_J07	Cluster 5	16695.9461	1997	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J09	Cluster 5	12748.7985	1454	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J11	Cluster 5	13970.302	1636	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J15	Cluster 5	17505.506	2149	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J17	Cluster 5	17714.7118	2186	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J19	Cluster 5	13543.7282	1545	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_J21	Cluster 5	10707.527	1190	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L03	Cluster 5	17004.9327	2064	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L07	Cluster 5	19260.0125	2388	SC-T3	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	PDCD1+ TPH and TFH cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L09	Cluster 5	16889.8131	2000	SC-T3	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	PDCD1+ TPH and TFH cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L11	Cluster 5	13784.9729	1632	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L13	Cluster 3	14988.1122	1787	SC-T4	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 3	Unassigned
S022_L2Q3_L15	Cluster 5	16771.6861	1975	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L17	Cluster 15	36661.079	5614	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 10	Unassigned
S022_L2Q3_L19	Cluster 5	16669.5908	2004	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L21	Cluster 5	18255.8557	2269	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_L23	Cluster 5	24393.5877	3203	SC-T6	300-0482	T cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+GZMB+ T  cell	Unassigned	Cluster 6	Unassigned
S022_L2Q3_N09	Cluster 2	9839.2849	1080	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S022_L2Q3_N11	Cluster 2	14825.7352	1759	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q3_N13	Cluster 2	26633.7446	3692	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q3_N19	Cluster 2	16080.4399	2037	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S022_L2Q3_N21	Cluster 2	11444.6052	1287	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S022_L2Q3_N23	Cluster 2	23947.2788	3204	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q3_P05	Cluster 2	15518.8755	1827	SC-M3	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 3	Unassigned	Unassigned
S022_L2Q3_P09	Cluster 2	19652.0176	2529	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q3_P17	Cluster 2	19853.2768	2544	SC-M4	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	interferon (IFN) activated monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q3_P23	Cluster 2	14204.1088	1660	SC-M1	300-0482	Monocyte	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S022_L2Q4_B04	Cluster 1	15062.8986	1830	SC-B2	300-0482	B cell	Rheumatoid arthritis	S022	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
